Survey,Quarter,Country,Ship,Gear,SweepLngt,GearExp,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,Stratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,StdSpecRecCode,BycSpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,TowDir,WindDir,WindSpeed,SwellDir,SwellHeight,ICESArea,AphiaID,Species,SpecVal,Sex,SubFactor,LngtClass,HLNoAtLngt,NoPerHaul,BeamWidth,DistanceDerived,CPUE_number_per_hour,SweptArea_km2,CPUE_number_per_km2
BTS,3,ENG,COR,BT4A,-9,-9,-9,94,39,2007,7,24,0418,-9,30,D,50.7067,0.3913,50.7045,0.3388,30F0,32,V,1,1,R,,FM,0,,112,265,315,6,315,3.0000,VIId,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,94,50,1998,8,3,1516,-9,30,D,50.7050,0.3517,50.7050,0.4100,30F0,26,V,1,1,R,,FM,0,,,92,,,,,VIId,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,94,51,1995,8,9,1658,-9,30,D,50.7050,0.3933,50.7050,0.3467,30F0,28,V,1,1,R,,FM,0,,,270,,,,,VIId,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,94,64,2003,8,3,1304,-9,30,D,50.7067,0.3883,50.7050,0.3383,30F0,32,V,1,1,R,,FM,0,,,270,,,,,VIId,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,94,64,2004,8,2,0643,-9,30,D,50.7053,0.3478,50.7060,0.4017,30F0,26,V,1,1,R,,FM,0,,,89,,,,,VIId,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,94,120,1999,8,1,1147,-9,30,D,50.7050,0.4250,50.7050,0.3417,30F0,30,V,1,1,R,,FM,0,,,270,,,,,VIId,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,95,1,2003,7,27,0743,-9,30,D,50.8950,1.5017,50.9233,1.5417,30F1,49,V,1,1,R,,FM,0,,,45,,,,,VIId,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,95,1,2004,7,27,0444,-9,27,D,50.9015,1.5115,50.9235,1.5515,30F1,48,V,1,1,S,,FM,0,,,42,,,,,VIId,127149,Psetta maxima,,,,,,,4,833,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,95,1,2005,7,26,0559,-9,30,D,50.9053,1.5198,50.9293,1.5602,30F1,44,I,1,1,R,,FM,0,,,53,,,,,VIId,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,95,7,1999,7,25,0425,-9,30,D,50.8983,1.5100,50.9267,1.5533,30F1,42,V,1,1,R,,FM,0,,,44,,,,,VIId,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,95,25,2005,7,28,0938,-9,15,D,50.9023,1.5163,50.9150,1.5348,30F1,41,V,1,1,S,,FM,0,,,42,,,,,VIId,127149,Psetta maxima,,,,,,,4,463,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,95,68,1995,8,11,1700,-9,30,D,50.9000,1.5133,50.9217,1.5450,30F1,42,V,1,1,R,,FM,0,,,40,,,,,VIId,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,95,68,2006,8,2,1456,-9,30,D,50.9023,1.5175,50.9315,1.5595,30F1,48,V,1,1,R,,FM,0,,170,39,180,22,245,1.0000,VIId,127149,Scophthalmus maximus,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,95,77,2007,7,28,1154,-9,30,D,50.9032,1.5162,50.9273,1.5532,30F1,49,V,1,1,R,,FM,0,,175,50,270,19,270,2.0000,VIId,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,95,88,1996,8,11,1244,-9,18,D,50.9117,1.5233,50.9250,1.5367,30F1,46,V,1,1,R,,FM,0,,,40,,,,,VIId,127149,Psetta maxima,,,,,,,4,555,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,95,88,2001,8,4,1537,-9,30,D,50.9000,1.5133,50.9250,1.5517,30F1,44,V,1,1,R,,FM,0,,,44,,,,,VIId,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,95,92,1997,8,12,1032,-9,30,D,50.9042,1.5192,50.9283,1.5568,30F1,43,V,1,1,R,,FM,0,,,43,,,,,VIId,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,95,96,2002,8,5,1621,-9,30,D,50.9133,1.5350,50.9367,1.5667,30F1,45,V,1,1,R,,FM,0,,,44,,,,,VIId,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,95,108,1998,8,6,0710,-9,30,D,50.9017,1.5167,50.9267,1.5533,30F1,45,V,1,1,R,,FM,0,,,44,,,,,VIId,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,95,115,2000,8,4,1001,-9,30,D,50.8983,1.5100,50.9200,1.5433,30F1,42,V,1,1,R,,FM,0,,,44,,,,,VIId,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,96,5,1996,8,1,1235,-9,30,D,51.4633,1.3317,51.4517,1.2800,31F1,24,V,1,1,R,,FM,0,,,250,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,96,9,1997,8,2,0540,-9,30,D,51.4533,1.2817,51.4633,1.3317,31F1,17,V,1,1,R,,FM,0,,,75,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,96,9,1998,8,1,1153,-9,30,D,51.4633,1.3317,51.4533,1.2767,31F1,20,V,1,1,R,,FM,0,,,260,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,96,80,2005,8,3,0433,-9,30,D,51.4543,1.2885,51.4653,1.3495,31F1,16,V,1,1,R,,FM,0,,,70,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,96,81,2007,7,29,0719,-9,20,D,51.4628,1.3288,51.4548,1.2923,31F1,22,V,1,1,R,,FM,0,,77,253,1,15,1,2.0000,IVc,127149,Psetta maxima,,,,,,,4,617,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,96,82,1995,8,13,1642,-9,30,D,51.4533,1.2767,51.4617,1.3283,31F1,18,V,1,1,R,,FM,0,,,72,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,96,87,2006,8,5,0520,-9,30,D,51.4560,1.2835,51.4642,1.3422,31F1,20,V,1,1,R,,FM,0,,73,84,0,8,270,0.5000,IVc,127149,Scophthalmus maximus,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,96,93,2003,8,6,1138,-9,30,D,51.4633,1.3367,51.4550,1.2883,31F1,22,V,1,1,R,,FM,0,,,253,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,96,101,2002,8,6,1021,-9,30,D,51.4533,1.2783,51.4633,1.3283,31F1,18,V,1,1,R,,FM,0,,,70,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,96,101,2004,8,5,1558,-9,30,D,51.4635,1.3340,51.4528,1.2795,31F1,25,V,1,1,R,,FM,0,,,253,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,96,104,2001,8,6,0931,-9,30,D,51.4633,1.3383,51.4533,1.2767,31F1,22,V,1,1,R,,FM,0,,,253,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,96,137,1991,8,28,1242,-9,30,D,51.7333,1.3433,51.7217,1.2900,32F1,20,V,1,1,R,,FM,0,,,250,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,96,159,2000,8,6,1154,-9,30,D,51.4633,1.3333,51.4517,1.2783,31F1,20,V,1,1,R,,FM,0,,,254,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,96,187,1999,8,4,0416,-9,30,D,51.4533,1.2800,51.4650,1.3383,31F1,19,V,1,1,R,,FM,0,,,78,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,97,4,1996,8,1,1123,-9,30,D,51.5033,1.3217,51.5083,1.3733,32F1,19,V,1,1,R,,FM,0,,,85,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,97,7,1997,8,1,1859,-9,30,D,51.5083,1.3700,51.5033,1.3200,32F1,19,V,1,1,R,,FM,0,,,260,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,97,8,1998,8,1,1031,-9,30,D,51.5067,1.3700,51.5000,1.3167,32F1,17,V,1,1,R,,FM,0,,,260,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,97,81,2005,8,3,0527,-9,30,D,51.5063,1.3745,51.5025,1.3158,32F1,16,V,1,1,R,,FM,0,,,261,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,97,83,1995,8,13,1818,-9,30,D,51.5017,1.3317,51.5167,1.3717,32F1,17,V,1,1,R,,FM,0,,,50,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,97,86,2006,8,5,0409,-9,30,D,51.5015,1.3158,51.5068,1.3690,32F1,18,V,1,1,R,,FM,0,,65,81,0,10,,0.5000,IVc,127149,Scophthalmus maximus,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,97,94,2003,8,6,1303,-9,30,D,51.5067,1.3717,51.5033,1.3200,32F1,17,V,1,1,R,,FM,0,,,261,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,97,102,2002,8,6,1128,-9,30,D,51.5067,1.3733,51.5033,1.3233,32F1,20,V,1,1,R,,FM,0,,,260,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,97,102,2004,8,5,1714,-9,30,D,51.5083,1.3723,51.5030,1.3220,32F1,21,V,1,1,S,,FM,0,,,260,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,97,106,2001,8,6,1134,-9,30,D,51.5033,1.3167,51.5083,1.3783,32F1,20,V,1,1,R,,FM,0,,,82,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,97,160,2000,8,6,1340,-9,30,D,51.5033,1.3200,51.5083,1.3767,32F1,18,V,1,1,R,,FM,0,,,80,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,97,188,1999,8,4,0543,-9,30,D,51.5033,1.3150,51.5100,1.3783,32F1,18,V,1,1,R,,FM,0,,,80,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,98,3,2000,7,25,1902,-9,30,D,51.9567,1.5883,51.9267,1.5750,32F1,16,V,1,1,R,,FM,0,,,194,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,98,81,2006,8,4,1110,-9,30,D,51.9515,1.5838,51.9190,1.5688,32F1,15,V,1,1,R,,FM,0,,61,195,0,5,,0.5000,IVc,127149,Scophthalmus maximus,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,98,84,2005,8,3,1108,-9,30,D,51.9277,1.5767,51.9607,1.5928,32F1,15,V,1,1,R,,FM,0,,,17,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,98,86,2007,7,29,1712,-9,20,D,51.9235,1.5733,51.9417,1.5822,32F1,16,V,1,1,R,,FM,0,,56,210,1,14,1,2.0000,IVc,127149,Psetta maxima,,,,,,,4,617,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,98,87,1995,8,14,1325,-9,30,D,51.9250,1.5750,51.9550,1.5867,32F1,19,V,1,1,R,,FM,0,,,12,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,98,93,1997,8,13,1703,-9,30,D,51.9262,1.5750,51.9557,1.5862,32F1,18,V,1,1,R,,FM,0,,,10,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,98,98,1996,8,13,0532,-9,30,D,51.9267,1.5733,51.9600,1.5883,32F1,18,V,1,1,R,,FM,0,,,14,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,98,98,2003,8,7,0617,-9,30,D,51.9267,1.5750,51.9600,1.5883,32F1,18,V,1,1,R,,FM,0,,,13,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,98,107,2002,8,7,0825,-9,30,D,51.9567,1.5867,51.9267,1.5750,32F1,16,V,1,1,R,,FM,0,,,190,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,98,111,2001,8,7,0839,-9,30,D,51.9217,1.5750,51.9583,1.5883,32F1,16,V,1,1,R,,FM,0,,,13,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,98,130,2004,8,8,0729,-9,30,D,51.9267,1.5748,51.8588,1.5882,32F1,20,V,1,1,R,,FM,0,,,14,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,98,178,1998,8,12,0659,-9,30,D,51.9250,1.5750,51.9600,1.5883,32F1,15,V,1,1,R,,FM,0,,,12,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,98,192,1999,8,4,1349,-9,30,D,51.9250,1.5750,51.9617,1.5883,32F1,15,V,1,1,R,,FM,0,,,17,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,99,2,2000,7,25,1750,-9,30,D,52.0567,1.5867,52.0317,1.5583,33F1,18,V,1,1,R,,FM,0,,,218,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,99,6,1999,7,24,1629,-9,30,D,52.0250,1.5517,52.0567,1.5867,33F1,16,V,1,1,R,,FM,0,,,35,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,99,71,2006,8,3,0408,-9,30,D,52.0270,1.5522,52.0557,1.5875,33F1,20,V,1,1,R,,FM,0,,70,38,315,18,,0.5000,IVc,127149,Scophthalmus maximus,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,99,85,2005,8,3,1216,-9,30,D,52.0573,1.5890,52.0280,1.5543,33F1,14,V,1,1,R,,FM,0,,,218,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,99,87,2007,7,29,1828,-9,20,D,52.0503,1.5797,52.0315,1.5570,33F1,18,V,1,1,R,,FM,0,,63,217,340,7,340,2.0000,IVc,127149,Psetta maxima,,,,,,,4,617,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,99,88,1995,8,14,1529,-9,30,D,52.0300,1.5567,52.0550,1.5850,33F1,18,V,1,1,R,,FM,0,,,34,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,99,94,1997,8,13,1815,-9,30,D,51.0290,1.5550,51.0552,1.5845,31F1,18,V,1,1,R,,FM,0,,,20,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,99,99,1996,8,13,0648,-9,30,D,52.0600,1.5917,52.0283,1.5550,33F1,15,V,1,1,R,,FM,0,,,223,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,99,99,2003,8,7,0738,-9,30,D,52.0567,1.5867,52.0283,1.5550,33F1,19,V,1,1,R,,FM,0,,,215,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,99,106,2002,8,7,0703,-9,30,D,52.0300,1.5550,52.0550,1.5850,33F1,17,V,1,1,R,,FM,0,,,35,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,99,112,2001,8,7,1018,-9,30,D,52.0283,1.5550,52.0600,1.5917,33F1,18,V,1,1,R,,FM,0,,,35,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,99,131,2004,8,8,0851,-9,30,D,52.0317,1.5590,51.0597,1.5873,33F1,19,V,1,1,R,,FM,0,,,36,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,99,179,1998,8,12,0813,-9,30,D,52.2500,1.5000,52.0583,1.5883,33F1,16,V,1,1,R,,FM,0,,,35,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B10,97,2007,7,31,0415,-9,30,D,52.0273,1.8945,52.0592,1.9110,33F1,27,V,1,1,R,,FM,0,,81,17,210,6,210,1.5000,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B10,133,2004,8,8,1101,-9,30,D,52.0255,1.8930,52.0525,1.9063,33F1,27,V,1,1,R,,FM,0,,,17,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B11,96,2007,7,30,1826,-9,30,D,52.0787,1.8153,52.0618,1.7688,33F1,26,V,1,1,R,,FM,0,,78,236,340,5,320,1.5000,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B11,132,2004,8,8,1002,-9,30,D,52.0612,1.7500,52.0747,1.8135,33F1,30,V,1,1,S,,FM,0,,,62,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B14,95,2007,7,30,1618,-9,20,D,52.3627,1.9112,52.3415,1.9030,33F1,27,V,1,1,R,,FM,0,,87,193,350,8,350,2.5000,IVc,127149,Psetta maxima,,,,,,,4,617,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B14,125,2004,8,7,1648,-9,30,D,52.3628,1.9092,52.3265,1.8988,33F1,31,V,1,1,R,,FM,0,,,191,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B16,120,2004,8,7,0922,-9,30,D,52.5885,2.0423,52.5983,2.0872,34F2,29,V,1,1,R,,FM,0,,,68,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B17,119,2004,8,7,0836,-9,30,D,52.6390,2.0185,52.6110,1.9932,34F2,28,V,1,1,R,,FM,0,,,212,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B2,84,2004,8,4,1032,-9,30,D,51.3288,2.6427,51.2997,2.6257,31F2,23,V,1,1,R,,FM,0,,,193,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B2,113,2007,8,1,1308,-9,30,D,51.3265,2.6388,51.2945,2.6257,31F2,27,V,1,1,R,,FM,0,,70,191,100,3,100,1.0000,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B3,83,2004,8,4,0842,-9,30,D,51.3057,2.3402,51.3273,2.3787,31F2,31,V,1,1,S,,FM,0,,,46,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B4,81,2004,8,4,0503,-9,30,D,51.3943,2.1875,51.4260,2.2165,31F2,39,V,1,1,S,,FM,0,,,26,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B4,105,2007,7,31,1742,-9,30,D,51.3792,2.1773,51.4103,2.1872,31F2,35,V,1,1,R,,FM,0,,105,14,10,8,10,1.0000,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B42,115,2004,8,7,0429,-9,30,D,52.8388,2.2643,52.8077,2.2845,34F2,48,V,1,1,R,,FM,0,,,159,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B45,121,2004,8,7,1123,-9,30,D,52.5790,2.5307,52.5473,2.5098,34F2,49,V,1,1,R,,FM,0,,,202,,,,,IVc,127149,Psetta maxima,1,-9,1.0000,460,1.00,1.000000,4,926,2.00,0.00,269.98
BTS,3,ENG,COR,BT4A,-9,-9,-9,B46,123,2004,8,7,1317,-9,30,D,52.4188,2.6203,52.4533,2.6192,33F2,48,V,1,1,R,,FM,0,,,360,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B47,124,2004,8,7,1505,-9,30,D,52.2985,2.3108,52.2895,2.2550,33F2,55,V,1,1,R,,FM,0,,,255,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B48,104,2004,8,6,0432,-9,30,D,52.0442,2.5165,52.0225,2.4753,33F2,48,V,1,1,R,,FM,0,,,230,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B49,99,2007,7,31,0803,-9,30,D,51.9085,2.5543,51.8938,2.5055,32F2,42,V,1,1,R,,FM,0,,150,263,260,3,260,1.5000,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B49,105,2004,8,6,0559,-9,30,D,51.9100,2.5572,51.8983,2.5072,32F2,45,V,1,1,R,,FM,0,,,249,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B5,106,2007,8,1,0413,-9,30,D,51.4627,2.3435,51.4795,2.3890,31F2,30,V,1,1,R,,FM,0,,90,69,180,9,180,0.5000,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B50,100,2007,7,31,0940,-9,30,D,51.8362,2.2077,51.8048,2.1820,32F2,50,V,1,1,R,,FM,0,,150,197,220,4,220,1.0000,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B50,106,2004,8,6,0747,-9,30,D,51.8412,2.2102,51.8078,2.1847,32F2,47,V,1,1,R,,FM,0,,,203,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B51,101,2007,7,31,1151,-9,30,D,51.8077,1.7802,51.7740,1.7773,32F1,33,V,1,1,R,,FM,0,,100,180,220,6,220,1.0000,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B51,107,2004,8,6,1009,-9,30,D,51.8067,1.7802,51.7748,1.7787,32F1,33,V,1,1,R,,FM,0,,,180,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B52,98,2004,8,5,1043,-9,30,D,51.6887,1.8282,51.6577,1.8070,32F1,47,V,1,1,R,,FM,0,,,202,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B52,102,2007,7,31,1306,-9,30,D,51.6847,1.8282,51.6532,1.8127,32F1,50,V,1,1,R,,FM,0,,151,200,230,7,230,1.0000,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B53,97,2004,8,5,0924,-9,30,D,51.5603,1.8612,51.5890,1.8822,32F1,44,V,1,1,R,,FM,0,,,26,,,,,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
BTS,3,ENG,COR,BT4A,-9,-9,-9,B53,103,2007,7,31,1412,-9,30,D,51.6120,1.8957,51.5800,1.8768,32F1,51,V,1,1,R,,FM,0,,154,201,230,10,230,1.0000,IVc,127149,Psetta maxima,,,,,,,4,926,0.00,0.00,0.00
